ETF_Ticker,ticker,name,weight,Date_Scraped
FPXI,SDZ.SW,Sandoz Group AG,0.0368,2026-02-08
FPXI,LTM,LATAM Airlines Group S.A. (ADR),0.0326,2026-02-08
FPXI,VALT.LN,Valterra Platinum Limited,0.032400000000000005,2026-02-08
FPXI,GALD.SE,Galderma Group AG,0.0318,2026-02-08
FPXI,TFPM,Triple Flag Precious Metals Corp.,0.0297,2026-02-08
FPXI,AS,"Amer Sports, Inc.",0.0291,2026-02-08
FPXI,CXSE3.BZ,Caixa Seguridade Participacoes SA,0.028399999999999998,2026-02-08
FPXI,9999.HK,"NetEase, Inc.",0.027200000000000002,2026-02-08
FPXI,6990.HK,"Sichuan Kelun-Biotech Biopharmaceutical Co., Ltd. (Class H)",0.0269,2026-02-08
FPXI,285A.JP,Kioxia Holdings Corporation,0.0253,2026-02-08
FPXI,HOLN.SW,Holcim Limited,0.024700000000000003,2026-02-08
FPXI,ARM,Arm Holdings Plc,0.023,2026-02-08
FPXI,FUTU,Futu Holdings Limited (ADR),0.022099999999999998,2026-02-08
FPXI,UCB.BB,UCB S.A.,0.0212,2026-02-08
FPXI,1787.HK,"Shandong Gold Mining Co., Ltd. (Class H)",0.0197,2026-02-08
FPXI,VIK,Viking Holdings Ltd,0.0197,2026-02-08
FPXI,329180.KS,"HD Hyundai Heavy Industries Co., Ltd.",0.0174,2026-02-08
FPXI,NTR,Nutrien Ltd.,0.0174,2026-02-08
FPXI,EDV.CN,Endeavour Mining Plc,0.017,2026-02-08
FPXI,TEL2B.SS,Tele2 AB (Class B),0.0154,2026-02-08
FPXI,CLS,Celestica Inc.,0.014199999999999999,2026-02-08
FPXI,GRGD.CT,Groupe Dynamite Inc.,0.014199999999999999,2026-02-08
FPXI,GJF.NO,Gjensidige Forsikring ASA,0.013999999999999999,2026-02-08
FPXI,2611.HK,"Guotai Haitong Securities Company, Ltd. (Class H)",0.0138,2026-02-08
FPXI,4507.JP,"Shionogi & Co., Ltd.",0.013600000000000001,2026-02-08
FPXI,ATAT,Atour Lifestyle Holdings Limited (ADR),0.0126,2026-02-08
FPXI,DFY.CT,Definity Financial Corporation,0.0124,2026-02-08
FPXI,8729.JP,Sony Financial Group Inc.,0.0124,2026-02-08
FPXI,HOT.GY,Hochtief AG,0.0118,2026-02-08
FPXI,2268.HK,WuXi XDC Cayman Inc.,0.0108,2026-02-08
FPXI,LTMC.IM,Lottomatica Group SpA,0.0103,2026-02-08
FPXI,NHY.NO,Norsk Hydro ASA,0.0095,2026-02-08
FPXI,5838.JP,"Rakuten Bank, Ltd.",0.0086,2026-02-08
FPXI,RDOR3.BZ,Rede D'Or Sao Luiz S.A.,0.008,2026-02-08
FPXI,2327.TT,Yageo Corporation,0.0074,2026-02-08
FPXI,316140.KS,Woori Financial Group Inc.,0.0072,2026-02-08
FPXI,6525.JP,Kokusai Electric Corporation,0.0069,2026-02-08
FPXI,9660.HK,"Horizon Robotics, Inc.",0.0067,2026-02-08
FPXI,MICC.NA,The Magnum Ice Cream Company N.V.,0.0062,2026-02-08
FPXI,ORK.NO,Orkla ASA,0.0060999999999999995,2026-02-08
FPXI,GIL.CN,Gildan Activewear Inc.,0.0058,2026-02-08
FPXI,RENT3.BZ,Localiza Rent a Car S.A.,0.005600000000000001,2026-02-08
FPXI,1519.HK,J&T Global Express Limited,0.0053,2026-02-08
FPXI,CSG.NA,CSG N.V.,0.004699999999999999,2026-02-08
FPXI,6504.JP,"Fuji Electric Co., Ltd.",0.004699999999999999,2026-02-08
FPXI,AG1.GY,AUTO1 Group SE,0.0038,2026-02-08
FPXI,RENT4.BZ,Localiza Rent a Car S.A. (Preference),0.0002,2026-02-08
FPXI,$BRL,Brazilian Real,0.0,2026-02-08
FPXI,$EUR,Euro,0.0,2026-02-08
FPXI,$MXN,Mexican Peso,0.0,2026-02-08
FPXI,$TWD,New Taiwan Dollar,0.0,2026-02-08
FPXI,$GBP,Pound Sterling,0.0,2026-02-08
FPXI,$SAR,Saudi Riyal,0.0,2026-02-08
FPXI,$KRW,South Korean Won,0.0,2026-02-08
FPXI,$CHF,Swiss Franc,0.0,2026-02-08
QMOM,TPR,Tapestry Inc,0.024399999999999998,2026-02-08
QMOM,WWD,Woodward Inc,0.024,2026-02-08
QMOM,GLW,Corning Inc,0.023799999999999998,2026-02-08
QMOM,JCI,Johnson Controls International plc,0.023799999999999998,2026-02-08
QMOM,GEV,GE Vernova Inc,0.0225,2026-02-08
QMOM,GE,GE AEROSPACE,0.0223,2026-02-08
QMOM,CRS,Carpenter Technology Corp,0.0222,2026-02-08
QMOM,CHRW,CH Robinson Worldwide Inc,0.022099999999999998,2026-02-08
QMOM,CAH,Cardinal Health Inc,0.0219,2026-02-08
QMOM,FIVE,Five Below Inc,0.0219,2026-02-08
QMOM,DY,Dycom Industries Inc,0.0218,2026-02-08
QMOM,HWM,Howmet Aerospace Inc,0.0216,2026-02-08
QMOM,FIX,Comfort Systems USA Inc,0.0213,2026-02-08
QMOM,MTZ,MasTec Inc,0.0213,2026-02-08
QMOM,DLTR,Dollar Tree Inc,0.021,2026-02-08
QMOM,SCCO,Southern Copper Corp,0.021,2026-02-08
QMOM,MNST,Monster Beverage Corp,0.0209,2026-02-08
QMOM,WDC,Western Digital Corp,0.0207,2026-02-08
QMOM,AVGO,Broadcom Inc,0.020499999999999997,2026-02-08
QMOM,DG,Dollar General Corp,0.020499999999999997,2026-02-08
QMOM,PRAX,Praxis Precision Medicines Inc,0.0202,2026-02-08
QMOM,NRG,NRG Energy Inc,0.020099999999999996,2026-02-08
QMOM,CW,Curtiss-Wright Corp,0.02,2026-02-08
QMOM,NVT,nVent Electric PLC,0.02,2026-02-08
QMOM,FLEX,Flex Ltd,0.0197,2026-02-08
QMOM,GOOGL,Alphabet Inc,0.0196,2026-02-08
QMOM,TLN,Talen Energy Corp,0.019299999999999998,2026-02-08
QMOM,INSM,Insmed Inc,0.0191,2026-02-08
QMOM,CELH,Celsius Holdings Inc,0.019,2026-02-08
QMOM,NET,Cloudflare Inc,0.0189,2026-02-08
QMOM,HII,Huntington Ingalls Industries Inc,0.0189,2026-02-08
QMOM,IDXX,IDEXX Laboratories Inc,0.0189,2026-02-08
QMOM,MP,MP Materials Corp,0.0189,2026-02-08
QMOM,APH,Amphenol Corp,0.018799999999999997,2026-02-08
QMOM,AU,Anglogold Ashanti Plc,0.018799999999999997,2026-02-08
QMOM,BWXT,BWX Technologies Inc,0.0187,2026-02-08
QMOM,LVS,Las Vegas Sands Corp,0.0187,2026-02-08
QMOM,GH,Guardant Health Inc,0.0184,2026-02-08
QMOM,MEDP,Medpace Holdings Inc,0.0184,2026-02-08
QMOM,RGLD,Royal Gold Inc,0.0183,2026-02-08
QMOM,KLAC,KLA CORP,0.0182,2026-02-08
QMOM,NEM,Newmont Corp,0.0181,2026-02-08
QMOM,ALB,Albemarle Corp,0.018000000000000002,2026-02-08
QMOM,BBIO,Bridgebio Pharma Inc,0.0179,2026-02-08
QMOM,EXPE,Expedia Group Inc,0.0178,2026-02-08
QMOM,CDE,COEUR MINING INC.,0.0176,2026-02-08
QMOM,SATS,EchoStar Corp,0.0175,2026-02-08
QMOM,HL,Hecla Mining Co,0.0172,2026-02-08
QMOM,KTOS,Kratos Defense & Security Solutions Inc,0.0172,2026-02-08
QMOM,UUUU,Energy Fuels Inc/Canada,0.016399999999999998,2026-02-08
COWZ,ABNB,Airbnb Inc,0.0132,2026-02-08
COWZ,ACN,Accenture PLC,0.0169,2026-02-08
COWZ,ADBE,Adobe Inc,0.014499999999999999,2026-02-08
COWZ,ADM,Archer-Daniels-Midland Co,0.015700000000000002,2026-02-08
COWZ,AMGN,Amgen Inc,0.0219,2026-02-08
COWZ,APTV,Aptiv PLC,0.005699999999999999,2026-02-08
COWZ,BBY,Best Buy Co Inc,0.0043,2026-02-08
COWZ,BIIB,Biogen Inc,0.0075,2026-02-08
COWZ,BKNG,Booking Holdings Inc,0.0161,2026-02-08
COWZ,BMY,Bristol-Myers Squibb Co,0.0223,2026-02-08
COWZ,CAH,Cardinal Health Inc,0.015,2026-02-08
COWZ,CCL,Carnival Corp,0.011399999999999999,2026-02-08
COWZ,CHD,Church & Dwight Co Inc,0.0036,2026-02-08
COWZ,CL,Colgate-Palmolive Co,0.0124,2026-02-08
COWZ,CMCSA,Comcast Corp,0.0216,2026-02-08
COWZ,COP,ConocoPhillips,0.0216,2026-02-08
COWZ,COR,Cencora Inc,0.0101,2026-02-08
COWZ,CPRT,Copart Inc,0.0044,2026-02-08
COWZ,CRM,Salesforce Inc,0.0138,2026-02-08
COWZ,CTRA,Coterra Energy Inc,0.0048,2026-02-08
COWZ,CTSH,Cognizant Technology Solutions Corp,0.0075,2026-02-08
COWZ,CTVA,Corteva Inc,0.0087,2026-02-08
COWZ,CVX,Chevron Corp,0.0226,2026-02-08
COWZ,DAL,Delta Air Lines Inc,0.0103,2026-02-08
COWZ,DD,DuPont de Nemours Inc,0.0043,2026-02-08
COWZ,DG,Dollar General Corp,0.0077,2026-02-08
COWZ,DGX,Quest Diagnostics Inc,0.0043,2026-02-08
COWZ,DHI,DR Horton Inc,0.0096,2026-02-08
COWZ,DIS,Walt Disney Co/The,0.0194,2026-02-08
COWZ,DLTR,Dollar Tree Inc,0.0048,2026-02-08
COWZ,DVN,Devon Energy Corp,0.01,2026-02-08
COWZ,DXCM,Dexcom Inc,0.0034000000000000002,2026-02-08
COWZ,EBAY,eBay Inc,0.0055000000000000005,2026-02-08
COWZ,EOG,EOG Resources Inc,0.011699999999999999,2026-02-08
COWZ,EQT,EQT Corp,0.0069,2026-02-08
COWZ,EXPD,Expeditors International of Washington Inc,0.003,2026-02-08
COWZ,EXPE,Expedia Group Inc,0.008,2026-02-08
COWZ,F,Ford Motor Co,0.0199,2026-02-08
COWZ,FANG,Diamondback Energy Inc,0.016399999999999998,2026-02-08
COWZ,FLEX,Flex Ltd,0.0036,2026-02-08
COWZ,FTI,TechnipFMC PLC,0.0059,2026-02-08
COWZ,FTV,Fortive Corp,0.0037,2026-02-08
COWZ,GD,General Dynamics Corp,0.015300000000000001,2026-02-08
COWZ,GDDY,GoDaddy Inc,0.0034000000000000002,2026-02-08
COWZ,GEN,GEN DIGITAL INC,0.0034000000000000002,2026-02-08
COWZ,GFS,GLOBALFOUNDRIES Inc,0.0034999999999999996,2026-02-08
COWZ,GILD,Gilead Sciences Inc,0.0236,2026-02-08
COWZ,GIS,General Mills Inc,0.006500000000000001,2026-02-08
COWZ,HAL,Halliburton Co,0.0069,2026-02-08
COWZ,HCA,HCA Healthcare Inc,0.019299999999999998,2026-02-08
COWZ,HPQ,HP Inc,0.0064,2026-02-08
COWZ,HSY,Hershey Co/The,0.0069,2026-02-08
COWZ,ILMN,Illumina Inc,0.0027,2026-02-08
COWZ,INCY,Incyte Corp,0.0037,2026-02-08
COWZ,IT,Gartner Inc,0.0025,2026-02-08
COWZ,JBL,Jabil Inc,0.0040999999999999995,2026-02-08
COWZ,KHC,Kraft Heinz Co/The,0.0109,2026-02-08
COWZ,LDOS,Leidos Holdings Inc,0.0042,2026-02-08
COWZ,LH,Labcorp Holdings Inc,0.0044,2026-02-08
COWZ,LULU,Lululemon Athletica Inc,0.0031,2026-02-08
COWZ,LYV,Live Nation Entertainment Inc,0.0048,2026-02-08
COWZ,MCK,McKesson Corp,0.021,2026-02-08
COWZ,MO,Altria Group Inc,0.0212,2026-02-08
COWZ,MPC,Marathon Petroleum Corp,0.013500000000000002,2026-02-08
COWZ,MRK,Merck & Co Inc,0.0229,2026-02-08
COWZ,NEM,Newmont Corp,0.023399999999999997,2026-02-08
COWZ,NTAP,NetApp Inc,0.0044,2026-02-08
COWZ,NVR,NVR Inc,0.0040999999999999995,2026-02-08
COWZ,OMC,Omnicom Group Inc,0.004699999999999999,2026-02-08
COWZ,ON,ON Semiconductor Corp,0.0048,2026-02-08
COWZ,OXY,Occidental Petroleum Corp,0.0123,2026-02-08
COWZ,PCAR,PACCAR Inc,0.0109,2026-02-08
COWZ,PFE,Pfizer Inc,0.0196,2026-02-08
COWZ,PHM,PulteGroup Inc,0.005,2026-02-08
COWZ,PINS,Pinterest Inc,0.0024,2026-02-08
COWZ,Q,Qnity Electronics Inc,0.0031,2026-02-08
COWZ,QCOM,QUALCOMM Inc,0.0147,2026-02-08
COWZ,REGN,Regeneron Pharmaceuticals Inc,0.0126,2026-02-08
COWZ,RMD,ResMed Inc,0.0055000000000000005,2026-02-08
COWZ,SLB,SLB Ltd,0.0151,2026-02-08
COWZ,SNA,Snap-on Inc,0.0032,2026-02-08
COWZ,SSNC,SS&C Technologies Holdings Inc,0.0033,2026-02-08
COWZ,STZ,Constellation Brands Inc,0.0063,2026-02-08
COWZ,T,AT&T Inc,0.020099999999999996,2026-02-08
COWZ,TGT,Target Corp,0.011200000000000002,2026-02-08
COWZ,THC,Tenet Healthcare Corp,0.0043,2026-02-08
COWZ,TWLO,Twilio Inc,0.0021,2026-02-08
COWZ,UAL,United Airlines Holdings Inc,0.012199999999999999,2026-02-08
COWZ,UBER,Uber Technologies Inc,0.0154,2026-02-08
COWZ,UPS,United Parcel Service Inc,0.0161,2026-02-08
COWZ,USFD,US Foods Holding Corp,0.0034999999999999996,2026-02-08
COWZ,UTHR,United Therapeutics Corp,0.0033,2026-02-08
COWZ,VLO,Valero Energy Corp,0.0097,2026-02-08
COWZ,VSNT,Versant Media Group Inc,0.0008,2026-02-08
COWZ,VZ,Verizon Communications Inc,0.0208,2026-02-08
COWZ,WBD,Warner Bros Discovery Inc,0.0129,2026-02-08
COWZ,WDAY,Workday Inc,0.005699999999999999,2026-02-08
COWZ,WSM,Williams-Sonoma Inc,0.004,2026-02-08
COWZ,XOM,Exxon Mobil Corp,0.024,2026-02-08
COWZ,ZBH,ZIMMER BIOMET HOLDINGS INC,0.0032,2026-02-08
COWZ,ZM,Zoom Communications Inc,0.0063,2026-02-08
CALF,AD,Array Digital Infrastructure Inc,0.0017000000000000001,2026-02-08
CALF,ADEA,Adeia Inc,0.0026,2026-02-08
CALF,ADT,ADT Inc,0.0101,2026-02-08
CALF,AGCO,AGCO Corp,0.009399999999999999,2026-02-08
CALF,AGX,Argan Inc,0.0032,2026-02-08
CALF,ALG,Alamo Group Inc,0.0018,2026-02-08
CALF,ALIT,Alight Inc,0.0018,2026-02-08
CALF,ALKS,Alkermes PLC,0.0062,2026-02-08
CALF,AMN,AMN Healthcare Services Inc,0.0019,2026-02-08
CALF,AMPH,Amphastar Pharmaceuticals Inc,0.0013,2026-02-08
CALF,ANDE,Andersons Inc/The,0.003,2026-02-08
CALF,ANF,Abercrombie & Fitch Co,0.0034000000000000002,2026-02-08
CALF,ANGI,Angi Inc,0.0006,2026-02-08
CALF,ANIP,ANI Pharmaceuticals Inc,0.0016,2026-02-08
CALF,APA,APA Corp,0.0206,2026-02-08
CALF,APEI,American Public Education Inc,0.0008,2026-02-08
CALF,APLE,Apple Hospitality REIT Inc,0.0031,2026-02-08
CALF,APTV,Aptiv PLC,0.0192,2026-02-08
CALF,ASGN,ASGN Inc,0.0032,2026-02-08
CALF,ATGE,Adtalem Global Education Inc,0.0037,2026-02-08
CALF,ATKR,Atkore Inc,0.0031,2026-02-08
CALF,AZZ,AZZ Inc,0.0051,2026-02-08
CALF,BBWI,Bath & Body Works Inc,0.0113,2026-02-08
CALF,BBY,Best Buy Co Inc,0.0151,2026-02-08
CALF,BC,Brunswick Corp/DE,0.0073,2026-02-08
CALF,BH,Biglari Holdings Inc,0.0007000000000000001,2026-02-08
CALF,BIIB,Biogen Inc,0.0225,2026-02-08
CALF,BKE,Buckle Inc/The,0.002,2026-02-08
CALF,BLBD,Blue Bird Corp,0.0019,2026-02-08
CALF,BMRN,BioMarin Pharmaceutical Inc,0.009300000000000001,2026-02-08
CALF,BWA,BorgWarner Inc,0.0151,2026-02-08
CALF,CAG,CONAGRA BRANDS INC,0.0129,2026-02-08
CALF,CALM,Cal-Maine Foods Inc,0.0091,2026-02-08
CALF,CARG,Cargurus Inc,0.0019,2026-02-08
CALF,CARS,Cars.com Inc,0.0011,2026-02-08
CALF,CART,Maplebear Inc,0.006999999999999999,2026-02-08
CALF,CBT,Cabot Corp,0.0044,2026-02-08
CALF,CCK,Crown Holdings Inc,0.0161,2026-02-08
CALF,CF,CF Industries Holdings Inc,0.0207,2026-02-08
CALF,CHRD,Chord Energy Corp,0.009300000000000001,2026-02-08
CALF,CMP,Compass Minerals International Inc,0.0017000000000000001,2026-02-08
CALF,CNMD,CONMED Corp,0.0016,2026-02-08
CALF,CNX,CNX Resources Corp,0.0062,2026-02-08
CALF,COLL,Collegium Pharmaceutical Inc,0.0029,2026-02-08
CALF,COUR,Coursera Inc,0.0007000000000000001,2026-02-08
CALF,CPRX,Catalyst Pharmaceuticals Inc,0.0025,2026-02-08
CALF,CRC,California Resources Corp,0.006500000000000001,2026-02-08
CALF,CRGY,Crescent Energy Co,0.0046,2026-02-08
CALF,CRMD,CorMedix Inc,0.0005,2026-02-08
CALF,CRNC,Cerence Inc,0.0003,2026-02-08
CALF,CROX,Crocs Inc,0.0070999999999999995,2026-02-08
CALF,CRUS,Cirrus Logic Inc,0.006500000000000001,2026-02-08
CALF,CXM,Sprinklr Inc,0.001,2026-02-08
CALF,DAKT,Daktronics Inc,0.0009,2026-02-08
CALF,DBD,Diebold Nixdorf Inc,0.0025,2026-02-08
CALF,DBX,Dropbox Inc,0.0083,2026-02-08
CALF,DDS,Dillard's Inc,0.0049,2026-02-08
CALF,DECK,Deckers Outdoor Corp,0.0116,2026-02-08
CALF,DIOD,Diodes Inc,0.0023,2026-02-08
CALF,DLB,Dolby Laboratories Inc,0.0042,2026-02-08
CALF,DNOW,DNOW Inc,0.0021,2026-02-08
CALF,DOCU,Docusign Inc,0.0068000000000000005,2026-02-08
CALF,DOX,Amdocs Ltd,0.0062,2026-02-08
CALF,DV,DoubleVerify Holdings Inc,0.0012,2026-02-08
CALF,DVAX,Dynavax Technologies Corp,0.0012,2026-02-08
CALF,DVN,Devon Energy Corp,0.022799999999999997,2026-02-08
CALF,DXC,DXC Technology Co,0.0066,2026-02-08
CALF,ETD,Ethan Allen Interiors Inc,0.0005,2026-02-08
CALF,ETSY,Etsy Inc,0.0070999999999999995,2026-02-08
CALF,EVER,EverQuote Inc,0.0006,2026-02-08
CALF,EXEL,Exelixis Inc,0.0086,2026-02-08
CALF,EXPE,Expedia Group Inc,0.0169,2026-02-08
CALF,EXPI,eXp World Holdings Inc,0.0009,2026-02-08
CALF,FDP,Fresh Del Monte Produce Inc,0.0018,2026-02-08
CALF,FIVN,Five9 Inc,0.0011,2026-02-08
CALF,FLO,Flowers Foods Inc,0.0036,2026-02-08
CALF,FOXA,Fox Corp,0.0178,2026-02-08
CALF,FTDR,Frontdoor Inc,0.0037,2026-02-08
CALF,FTI,TechnipFMC PLC,0.0204,2026-02-08
CALF,FUBO,fuboTV Inc,0.0008,2026-02-08
CALF,G,Genpact Ltd,0.005600000000000001,2026-02-08
CALF,GCT,GigaCloud Technology Inc,0.0019,2026-02-08
CALF,GDDY,GoDaddy Inc,0.0124,2026-02-08
CALF,GDRX,GoodRx Holdings Inc,0.0005,2026-02-08
CALF,GHC,Graham Holdings Co,0.0038,2026-02-08
CALF,GIII,G-III Apparel Group Ltd,0.0028000000000000004,2026-02-08
CALF,GME,GameStop Corp,0.0069,2026-02-08
CALF,GNTX,Gentex Corp,0.005,2026-02-08
CALF,GOLD,Gold.com Inc,0.0026,2026-02-08
CALF,GTM,ZoomInfo Technologies Inc,0.0026,2026-02-08
CALF,GTX,Garrett Motion Inc,0.0043,2026-02-08
CALF,HALO,Halozyme Therapeutics Inc,0.008199999999999999,2026-02-08
CALF,HCSG,Healthcare Services Group Inc,0.0016,2026-02-08
CALF,HLIT,Harmonic Inc,0.0014000000000000002,2026-02-08
CALF,HOV,Hovnanian Enterprises Inc,0.0014000000000000002,2026-02-08
CALF,HRB,H&R Block Inc,0.0045000000000000005,2026-02-08
CALF,HRMY,Harmony Biosciences Holdings Inc,0.0028000000000000004,2026-02-08
CALF,IDCC,InterDigital Inc,0.0064,2026-02-08
CALF,IDT,IDT Corp,0.0009,2026-02-08
CALF,IIPR,Innovative Industrial Properties Inc,0.0015,2026-02-08
CALF,INCY,Incyte Corp,0.0138,2026-02-08
