date,ticker,trackinsight_key,usd_flow,nav,perf_pct,cumulative_flow,daily_inflow,daily_outflow,flow_zscore,flow_5d,flow_20d,regime,pressure,category,underlying,leverage
2025-03-11,NRGU,ARCX:NRGU,0.0,20.0,-0.0347,4165000.0,0.0,0.0,-0.2673,0.0,4165000.0,BALANCED,-6.6815,3. Sector Specific Leveraged (Bull),MicroSectors U.S. Big Oil Index,+3x
2025-03-12,NRGU,ARCX:NRGU,0.0,20.32,0.0161,4165000.0,0.0,0.0,-0.2582,0.0,4165000.0,BALANCED,-6.455,3. Sector Specific Leveraged (Bull),MicroSectors U.S. Big Oil Index,+3x
2025-03-13,NRGU,ARCX:NRGU,0.0,19.9,-0.0208,4165000.0,0.0,0.0,-0.25,0.0,4165000.0,BALANCED,-6.25,3. Sector Specific Leveraged (Bull),MicroSectors U.S. Big Oil Index,+3x
2025-03-14,NRGU,ARCX:NRGU,0.0,21.53,0.082,4165000.0,0.0,0.0,-0.2425,0.0,4165000.0,BALANCED,-6.0634,3. Sector Specific Leveraged (Bull),MicroSectors U.S. Big Oil Index,+3x
2025-03-17,NRGU,ARCX:NRGU,0.0,22.59,0.0492,4165000.0,0.0,0.0,-0.2357,0.0,4165000.0,BALANCED,-5.8926,3. Sector Specific Leveraged (Bull),MicroSectors U.S. Big Oil Index,+3x
2025-03-18,NRGU,ARCX:NRGU,0.0,22.85,0.0113,4165000.0,0.0,0.0,-0.2294,0.0,4165000.0,BALANCED,-5.7354,3. Sector Specific Leveraged (Bull),MicroSectors U.S. Big Oil Index,+3x
2025-03-19,NRGU,ARCX:NRGU,0.0,23.88,0.0451,4165000.0,0.0,0.0,-0.2236,0.0,4165000.0,BALANCED,-5.5902,3. Sector Specific Leveraged (Bull),MicroSectors U.S. Big Oil Index,+3x
2025-03-20,NRGU,ARCX:NRGU,0.0,24.21,0.0138,4165000.0,0.0,0.0,-0.2182,0.0,0.0,BALANCED,-5.4554,3. Sector Specific Leveraged (Bull),MicroSectors U.S. Big Oil Index,+3x
2025-03-21,NRGU,ARCX:NRGU,0.0,23.66,-0.0225,4165000.0,0.0,0.0,-0.2132,0.0,0.0,BALANCED,-5.33,3. Sector Specific Leveraged (Bull),MicroSectors U.S. Big Oil Index,+3x
2025-03-24,NRGU,ARCX:NRGU,0.0,24.04,0.0158,4165000.0,0.0,0.0,-0.2085,0.0,0.0,BALANCED,-5.2129,3. Sector Specific Leveraged (Bull),MicroSectors U.S. Big Oil Index,+3x
2025-03-25,NRGU,ARCX:NRGU,0.0,24.28,0.0104,4165000.0,0.0,0.0,-0.2041,0.0,0.0,BALANCED,-5.1031,3. Sector Specific Leveraged (Bull),MicroSectors U.S. Big Oil Index,+3x
2025-03-26,NRGU,ARCX:NRGU,0.0,25.13,0.0349,4165000.0,0.0,0.0,-0.2,0.0,0.0,BALANCED,-5.0,3. Sector Specific Leveraged (Bull),MicroSectors U.S. Big Oil Index,+3x
2025-03-27,NRGU,ARCX:NRGU,0.0,24.32,-0.0322,4165000.0,0.0,0.0,-0.1961,0.0,0.0,BALANCED,-4.9029,3. Sector Specific Leveraged (Bull),MicroSectors U.S. Big Oil Index,+3x
2025-03-28,NRGU,ARCX:NRGU,0.0,23.53,-0.0325,4165000.0,0.0,0.0,-0.1925,0.0,0.0,BALANCED,-4.8113,3. Sector Specific Leveraged (Bull),MicroSectors U.S. Big Oil Index,+3x
2025-03-31,NRGU,ARCX:NRGU,0.0,24.36,0.0354,4165000.0,0.0,0.0,-0.189,0.0,0.0,BALANCED,-4.7246,3. Sector Specific Leveraged (Bull),MicroSectors U.S. Big Oil Index,+3x
2025-04-01,NRGU,ARCX:NRGU,0.0,24.78,0.017,4165000.0,0.0,0.0,-0.1857,0.0,0.0,BALANCED,-4.6424,3. Sector Specific Leveraged (Bull),MicroSectors U.S. Big Oil Index,+3x
2025-04-02,NRGU,ARCX:NRGU,0.0,24.77,-0.0003,4165000.0,0.0,0.0,-0.1826,0.0,0.0,BALANCED,-4.5644,3. Sector Specific Leveraged (Bull),MicroSectors U.S. Big Oil Index,+3x
2025-04-03,NRGU,ARCX:NRGU,0.0,17.24,-0.3039,4165000.0,0.0,0.0,0.0,0.0,0.0,BALANCED,0.0,3. Sector Specific Leveraged (Bull),MicroSectors U.S. Big Oil Index,+3x
2025-04-04,NRGU,ARCX:NRGU,0.0,12.81,-0.2568,4165000.0,0.0,0.0,0.0,0.0,0.0,BALANCED,0.0,3. Sector Specific Leveraged (Bull),MicroSectors U.S. Big Oil Index,+3x
2025-04-07,NRGU,ARCX:NRGU,0.0,12.36,-0.0353,4165000.0,0.0,0.0,0.0,0.0,0.0,BALANCED,0.0,3. Sector Specific Leveraged (Bull),MicroSectors U.S. Big Oil Index,+3x
2025-04-08,NRGU,ARCX:NRGU,0.0,11.14,-0.0985,4165000.0,0.0,0.0,0.0,0.0,0.0,BALANCED,0.0,3. Sector Specific Leveraged (Bull),MicroSectors U.S. Big Oil Index,+3x
2025-04-09,NRGU,ARCX:NRGU,0.0,14.31,0.284,4165000.0,0.0,0.0,0.0,0.0,0.0,BALANCED,0.0,3. Sector Specific Leveraged (Bull),MicroSectors U.S. Big Oil Index,+3x
2025-04-10,NRGU,ARCX:NRGU,0.0,11.05,-0.2275,4165000.0,0.0,0.0,0.0,0.0,0.0,BALANCED,0.0,3. Sector Specific Leveraged (Bull),MicroSectors U.S. Big Oil Index,+3x
2025-04-11,NRGU,ARCX:NRGU,4020000.0,11.82,0.0697,8185000.0,4020000.0,0.0,5.2947,4020000.0,4020000.0,ACCUMULATION,100.0,3. Sector Specific Leveraged (Bull),MicroSectors U.S. Big Oil Index,+3x
2025-04-14,NRGU,ARCX:NRGU,0.0,11.8,-0.0019,8185000.0,0.0,0.0,-0.1826,4020000.0,4020000.0,BALANCED,5.4356,3. Sector Specific Leveraged (Bull),MicroSectors U.S. Big Oil Index,+3x
2025-04-15,NRGU,ARCX:NRGU,0.0,11.47,-0.0284,8185000.0,0.0,0.0,-0.1826,4020000.0,4020000.0,BALANCED,5.4356,3. Sector Specific Leveraged (Bull),MicroSectors U.S. Big Oil Index,+3x
2025-04-16,NRGU,ARCX:NRGU,0.0,11.81,0.0303,8185000.0,0.0,0.0,-0.1826,4020000.0,4020000.0,BALANCED,5.4356,3. Sector Specific Leveraged (Bull),MicroSectors U.S. Big Oil Index,+3x
2025-04-17,NRGU,ARCX:NRGU,0.0,12.81,0.0846,8185000.0,0.0,0.0,-0.1826,4020000.0,4020000.0,BALANCED,5.4356,3. Sector Specific Leveraged (Bull),MicroSectors U.S. Big Oil Index,+3x
2025-04-21,NRGU,ARCX:NRGU,0.0,12.03,-0.061,8185000.0,0.0,0.0,-0.1826,0.0,4020000.0,BALANCED,-4.5644,3. Sector Specific Leveraged (Bull),MicroSectors U.S. Big Oil Index,+3x
2025-04-22,NRGU,ARCX:NRGU,0.0,13.1,0.089,8185000.0,0.0,0.0,-0.1826,0.0,4020000.0,BALANCED,-4.5644,3. Sector Specific Leveraged (Bull),MicroSectors U.S. Big Oil Index,+3x
2025-04-23,NRGU,ARCX:NRGU,0.0,13.24,0.0105,8185000.0,0.0,0.0,-0.1826,0.0,4020000.0,BALANCED,-4.5644,3. Sector Specific Leveraged (Bull),MicroSectors U.S. Big Oil Index,+3x
2025-04-24,NRGU,ARCX:NRGU,0.0,13.77,0.0402,8185000.0,0.0,0.0,-0.1826,0.0,4020000.0,BALANCED,-4.5644,3. Sector Specific Leveraged (Bull),MicroSectors U.S. Big Oil Index,+3x
2025-04-25,NRGU,ARCX:NRGU,0.0,13.72,-0.0037,8185000.0,0.0,0.0,-0.1826,0.0,4020000.0,BALANCED,-4.5644,3. Sector Specific Leveraged (Bull),MicroSectors U.S. Big Oil Index,+3x
2025-04-28,NRGU,ARCX:NRGU,0.0,14.05,0.0241,8185000.0,0.0,0.0,-0.1826,0.0,4020000.0,BALANCED,-4.5644,3. Sector Specific Leveraged (Bull),MicroSectors U.S. Big Oil Index,+3x
2025-04-29,NRGU,ARCX:NRGU,0.0,13.89,-0.0118,8185000.0,0.0,0.0,-0.1826,0.0,4020000.0,BALANCED,-4.5644,3. Sector Specific Leveraged (Bull),MicroSectors U.S. Big Oil Index,+3x
2025-04-30,NRGU,ARCX:NRGU,0.0,13.03,-0.0616,8185000.0,0.0,0.0,-0.1826,0.0,4020000.0,BALANCED,-4.5644,3. Sector Specific Leveraged (Bull),MicroSectors U.S. Big Oil Index,+3x
2025-05-01,NRGU,ARCX:NRGU,0.0,13.29,0.0203,8185000.0,0.0,0.0,-0.1826,0.0,4020000.0,BALANCED,-4.5644,3. Sector Specific Leveraged (Bull),MicroSectors U.S. Big Oil Index,+3x
2025-05-02,NRGU,ARCX:NRGU,0.0,13.91,0.0466,8185000.0,0.0,0.0,-0.1826,0.0,4020000.0,BALANCED,-4.5644,3. Sector Specific Leveraged (Bull),MicroSectors U.S. Big Oil Index,+3x
2025-05-05,NRGU,ARCX:NRGU,0.0,13.11,-0.058,8185000.0,0.0,0.0,-0.1826,0.0,4020000.0,BALANCED,-4.5644,3. Sector Specific Leveraged (Bull),MicroSectors U.S. Big Oil Index,+3x
2025-05-06,NRGU,ARCX:NRGU,0.0,13.07,-0.0025,8185000.0,0.0,0.0,-0.1826,0.0,4020000.0,BALANCED,-4.5644,3. Sector Specific Leveraged (Bull),MicroSectors U.S. Big Oil Index,+3x
2025-05-07,NRGU,ARCX:NRGU,0.0,12.97,-0.0083,8185000.0,0.0,0.0,-0.1826,0.0,4020000.0,BALANCED,-4.5644,3. Sector Specific Leveraged (Bull),MicroSectors U.S. Big Oil Index,+3x
2025-05-08,NRGU,ARCX:NRGU,0.0,14.1,0.0872,8185000.0,0.0,0.0,-0.1826,0.0,4020000.0,BALANCED,-4.5644,3. Sector Specific Leveraged (Bull),MicroSectors U.S. Big Oil Index,+3x
2025-05-09,NRGU,ARCX:NRGU,0.0,14.52,0.0301,8185000.0,0.0,0.0,-0.1826,0.0,4020000.0,BALANCED,-4.5644,3. Sector Specific Leveraged (Bull),MicroSectors U.S. Big Oil Index,+3x
2025-05-12,NRGU,ARCX:NRGU,0.0,16.22,0.1172,8185000.0,0.0,0.0,-0.1826,0.0,0.0,BALANCED,-4.5644,3. Sector Specific Leveraged (Bull),MicroSectors U.S. Big Oil Index,+3x
2025-05-13,NRGU,ARCX:NRGU,0.0,17.29,0.0658,8185000.0,0.0,0.0,-0.1826,0.0,0.0,BALANCED,-4.5644,3. Sector Specific Leveraged (Bull),MicroSectors U.S. Big Oil Index,+3x
2025-05-14,NRGU,ARCX:NRGU,0.0,16.89,-0.023,8185000.0,0.0,0.0,-0.1826,0.0,0.0,BALANCED,-4.5644,3. Sector Specific Leveraged (Bull),MicroSectors U.S. Big Oil Index,+3x
2025-05-15,NRGU,ARCX:NRGU,0.0,16.98,0.0055,8185000.0,0.0,0.0,-0.1826,0.0,0.0,BALANCED,-4.5644,3. Sector Specific Leveraged (Bull),MicroSectors U.S. Big Oil Index,+3x
2025-05-16,NRGU,ARCX:NRGU,0.0,16.84,-0.0085,8185000.0,0.0,0.0,-0.1826,0.0,0.0,BALANCED,-4.5644,3. Sector Specific Leveraged (Bull),MicroSectors U.S. Big Oil Index,+3x
2025-05-19,NRGU,ARCX:NRGU,0.0,16.11,-0.0433,8185000.0,0.0,0.0,-0.1826,0.0,0.0,BALANCED,-4.5644,3. Sector Specific Leveraged (Bull),MicroSectors U.S. Big Oil Index,+3x
2025-05-20,NRGU,ARCX:NRGU,0.0,15.68,-0.0269,8185000.0,0.0,0.0,-0.1826,0.0,0.0,BALANCED,-4.5644,3. Sector Specific Leveraged (Bull),MicroSectors U.S. Big Oil Index,+3x
2025-05-21,NRGU,ARCX:NRGU,0.0,14.52,-0.0738,8185000.0,0.0,0.0,-0.1826,0.0,0.0,BALANCED,-4.5644,3. Sector Specific Leveraged (Bull),MicroSectors U.S. Big Oil Index,+3x
2025-05-22,NRGU,ARCX:NRGU,0.0,14.53,0.0004,8185000.0,0.0,0.0,-0.1826,0.0,0.0,BALANCED,-4.5644,3. Sector Specific Leveraged (Bull),MicroSectors U.S. Big Oil Index,+3x
2025-05-23,NRGU,ARCX:NRGU,0.0,14.53,0.0,8185000.0,0.0,0.0,-0.1826,0.0,0.0,BALANCED,-4.5644,3. Sector Specific Leveraged (Bull),MicroSectors U.S. Big Oil Index,+3x
2025-05-27,NRGU,ARCX:NRGU,0.0,14.98,0.031,8185000.0,0.0,0.0,0.0,0.0,0.0,BALANCED,0.0,3. Sector Specific Leveraged (Bull),MicroSectors U.S. Big Oil Index,+3x
2025-05-28,NRGU,ARCX:NRGU,0.0,14.32,-0.0435,8185000.0,0.0,0.0,0.0,0.0,0.0,BALANCED,0.0,3. Sector Specific Leveraged (Bull),MicroSectors U.S. Big Oil Index,+3x
2025-05-29,NRGU,ARCX:NRGU,0.0,14.78,0.0318,8185000.0,0.0,0.0,0.0,0.0,0.0,BALANCED,0.0,3. Sector Specific Leveraged (Bull),MicroSectors U.S. Big Oil Index,+3x
2025-05-30,NRGU,ARCX:NRGU,0.0,14.38,-0.0272,8185000.0,0.0,0.0,0.0,0.0,0.0,BALANCED,0.0,3. Sector Specific Leveraged (Bull),MicroSectors U.S. Big Oil Index,+3x
2025-06-02,NRGU,ARCX:NRGU,0.0,14.79,0.0283,8185000.0,0.0,0.0,0.0,0.0,0.0,BALANCED,0.0,3. Sector Specific Leveraged (Bull),MicroSectors U.S. Big Oil Index,+3x
2025-06-03,NRGU,ARCX:NRGU,0.0,15.59,0.0545,8185000.0,0.0,0.0,0.0,0.0,0.0,BALANCED,0.0,3. Sector Specific Leveraged (Bull),MicroSectors U.S. Big Oil Index,+3x
2025-06-04,NRGU,ARCX:NRGU,0.0,14.55,-0.0672,8185000.0,0.0,0.0,0.0,0.0,0.0,BALANCED,0.0,3. Sector Specific Leveraged (Bull),MicroSectors U.S. Big Oil Index,+3x
2025-06-05,NRGU,ARCX:NRGU,0.0,14.44,-0.0075,8185000.0,0.0,0.0,0.0,0.0,0.0,BALANCED,0.0,3. Sector Specific Leveraged (Bull),MicroSectors U.S. Big Oil Index,+3x
2025-06-06,NRGU,ARCX:NRGU,0.0,15.29,0.0591,8185000.0,0.0,0.0,0.0,0.0,0.0,BALANCED,0.0,3. Sector Specific Leveraged (Bull),MicroSectors U.S. Big Oil Index,+3x
2025-06-09,NRGU,ARCX:NRGU,0.0,15.6,0.0203,8185000.0,0.0,0.0,0.0,0.0,0.0,BALANCED,0.0,3. Sector Specific Leveraged (Bull),MicroSectors U.S. Big Oil Index,+3x
2025-06-10,NRGU,ARCX:NRGU,0.0,16.68,0.069,8185000.0,0.0,0.0,0.0,0.0,0.0,BALANCED,0.0,3. Sector Specific Leveraged (Bull),MicroSectors U.S. Big Oil Index,+3x
2025-06-11,NRGU,ARCX:NRGU,0.0,17.55,0.0523,8185000.0,0.0,0.0,0.0,0.0,0.0,BALANCED,0.0,3. Sector Specific Leveraged (Bull),MicroSectors U.S. Big Oil Index,+3x
2025-06-12,NRGU,ARCX:NRGU,0.0,17.71,0.0094,8185000.0,0.0,0.0,0.0,0.0,0.0,BALANCED,0.0,3. Sector Specific Leveraged (Bull),MicroSectors U.S. Big Oil Index,+3x
2025-06-13,NRGU,ARCX:NRGU,0.0,18.71,0.0562,8185000.0,0.0,0.0,0.0,0.0,0.0,BALANCED,0.0,3. Sector Specific Leveraged (Bull),MicroSectors U.S. Big Oil Index,+3x
2025-06-16,NRGU,ARCX:NRGU,0.0,18.45,-0.0138,8185000.0,0.0,0.0,0.0,0.0,0.0,BALANCED,0.0,3. Sector Specific Leveraged (Bull),MicroSectors U.S. Big Oil Index,+3x
2025-06-17,NRGU,ARCX:NRGU,0.0,19.28,0.0448,8185000.0,0.0,0.0,0.0,0.0,0.0,BALANCED,0.0,3. Sector Specific Leveraged (Bull),MicroSectors U.S. Big Oil Index,+3x
2025-06-18,NRGU,ARCX:NRGU,18605000.0,18.6,-0.0348,26790000.0,18605000.0,0.0,5.2947,18605000.0,18605000.0,ACCUMULATION,100.0,3. Sector Specific Leveraged (Bull),MicroSectors U.S. Big Oil Index,+3x
2025-06-20,NRGU,ARCX:NRGU,0.0,19.01,0.022,26790000.0,0.0,0.0,-0.1826,18605000.0,18605000.0,BALANCED,5.4356,3. Sector Specific Leveraged (Bull),MicroSectors U.S. Big Oil Index,+3x
2025-06-23,NRGU,ARCX:NRGU,0.0,17.38,-0.0858,26790000.0,0.0,0.0,-0.1826,18605000.0,18605000.0,BALANCED,5.4356,3. Sector Specific Leveraged (Bull),MicroSectors U.S. Big Oil Index,+3x
2025-06-24,NRGU,ARCX:NRGU,0.0,16.41,-0.0562,26790000.0,0.0,0.0,-0.1826,18605000.0,18605000.0,BALANCED,5.4356,3. Sector Specific Leveraged (Bull),MicroSectors U.S. Big Oil Index,+3x
2025-06-25,NRGU,ARCX:NRGU,0.0,16.28,-0.0079,26790000.0,0.0,0.0,-0.1826,18605000.0,18605000.0,BALANCED,5.4356,3. Sector Specific Leveraged (Bull),MicroSectors U.S. Big Oil Index,+3x
2025-06-26,NRGU,ARCX:NRGU,0.0,16.91,0.0391,26790000.0,0.0,0.0,-0.1826,0.0,18605000.0,BALANCED,-4.5644,3. Sector Specific Leveraged (Bull),MicroSectors U.S. Big Oil Index,+3x
2025-06-27,NRGU,ARCX:NRGU,0.0,16.51,-0.0239,26790000.0,0.0,0.0,-0.1826,0.0,18605000.0,BALANCED,-4.5644,3. Sector Specific Leveraged (Bull),MicroSectors U.S. Big Oil Index,+3x
2025-06-30,NRGU,ARCX:NRGU,0.0,16.12,-0.0234,26790000.0,0.0,0.0,-0.1826,0.0,18605000.0,BALANCED,-4.5644,3. Sector Specific Leveraged (Bull),MicroSectors U.S. Big Oil Index,+3x
2025-07-01,NRGU,ARCX:NRGU,0.0,17.13,0.0624,26790000.0,0.0,0.0,-0.1826,0.0,18605000.0,BALANCED,-4.5644,3. Sector Specific Leveraged (Bull),MicroSectors U.S. Big Oil Index,+3x
2025-07-02,NRGU,ARCX:NRGU,0.0,18.2,0.0629,26790000.0,0.0,0.0,-0.1826,0.0,18605000.0,BALANCED,-4.5644,3. Sector Specific Leveraged (Bull),MicroSectors U.S. Big Oil Index,+3x
2025-07-03,NRGU,ARCX:NRGU,0.0,18.35,0.0082,26790000.0,0.0,0.0,-0.1826,0.0,18605000.0,BALANCED,-4.5644,3. Sector Specific Leveraged (Bull),MicroSectors U.S. Big Oil Index,+3x
2025-07-07,NRGU,ARCX:NRGU,0.0,17.78,-0.0313,26790000.0,0.0,0.0,-0.1826,0.0,18605000.0,BALANCED,-4.5644,3. Sector Specific Leveraged (Bull),MicroSectors U.S. Big Oil Index,+3x
2025-07-08,NRGU,ARCX:NRGU,0.0,19.72,0.109,26790000.0,0.0,0.0,-0.1826,0.0,18605000.0,BALANCED,-4.5644,3. Sector Specific Leveraged (Bull),MicroSectors U.S. Big Oil Index,+3x
2025-07-09,NRGU,ARCX:NRGU,0.0,19.46,-0.0129,26790000.0,0.0,0.0,-0.1826,0.0,18605000.0,BALANCED,-4.5644,3. Sector Specific Leveraged (Bull),MicroSectors U.S. Big Oil Index,+3x
2025-07-10,NRGU,ARCX:NRGU,0.0,20.23,0.0393,26790000.0,0.0,0.0,-0.1826,0.0,18605000.0,BALANCED,-4.5644,3. Sector Specific Leveraged (Bull),MicroSectors U.S. Big Oil Index,+3x
2025-07-11,NRGU,ARCX:NRGU,0.0,20.22,-0.0005,26790000.0,0.0,0.0,-0.1826,0.0,18605000.0,BALANCED,-4.5644,3. Sector Specific Leveraged (Bull),MicroSectors U.S. Big Oil Index,+3x
2025-07-14,NRGU,ARCX:NRGU,0.0,19.02,-0.0594,26790000.0,0.0,0.0,-0.1826,0.0,18605000.0,BALANCED,-4.5644,3. Sector Specific Leveraged (Bull),MicroSectors U.S. Big Oil Index,+3x
2025-07-15,NRGU,ARCX:NRGU,0.0,18.17,-0.0443,26790000.0,0.0,0.0,-0.1826,0.0,18605000.0,BALANCED,-4.5644,3. Sector Specific Leveraged (Bull),MicroSectors U.S. Big Oil Index,+3x
2025-07-16,NRGU,ARCX:NRGU,0.0,17.38,-0.0438,26790000.0,0.0,0.0,-0.1826,0.0,18605000.0,BALANCED,-4.5644,3. Sector Specific Leveraged (Bull),MicroSectors U.S. Big Oil Index,+3x
2025-07-17,NRGU,ARCX:NRGU,0.0,17.99,0.0352,26790000.0,0.0,0.0,-0.1826,0.0,18605000.0,BALANCED,-4.5644,3. Sector Specific Leveraged (Bull),MicroSectors U.S. Big Oil Index,+3x
2025-07-18,NRGU,ARCX:NRGU,0.0,17.92,-0.0037,26790000.0,0.0,0.0,-0.1826,0.0,0.0,BALANCED,-4.5644,3. Sector Specific Leveraged (Bull),MicroSectors U.S. Big Oil Index,+3x
2025-07-21,NRGU,ARCX:NRGU,0.0,17.7,-0.0121,26790000.0,0.0,0.0,-0.1826,0.0,0.0,BALANCED,-4.5644,3. Sector Specific Leveraged (Bull),MicroSectors U.S. Big Oil Index,+3x
2025-07-22,NRGU,ARCX:NRGU,0.0,18.04,0.019,26790000.0,0.0,0.0,-0.1826,0.0,0.0,BALANCED,-4.5644,3. Sector Specific Leveraged (Bull),MicroSectors U.S. Big Oil Index,+3x
2025-07-23,NRGU,ARCX:NRGU,0.0,18.86,0.0454,26790000.0,0.0,0.0,-0.1826,0.0,0.0,BALANCED,-4.5644,3. Sector Specific Leveraged (Bull),MicroSectors U.S. Big Oil Index,+3x
2025-07-24,NRGU,ARCX:NRGU,0.0,18.51,-0.0187,26790000.0,0.0,0.0,-0.1826,0.0,0.0,BALANCED,-4.5644,3. Sector Specific Leveraged (Bull),MicroSectors U.S. Big Oil Index,+3x
2025-07-25,NRGU,ARCX:NRGU,0.0,18.37,-0.0074,26790000.0,0.0,0.0,-0.1826,0.0,0.0,BALANCED,-4.5644,3. Sector Specific Leveraged (Bull),MicroSectors U.S. Big Oil Index,+3x
2025-07-28,NRGU,ARCX:NRGU,0.0,19.59,0.0662,26790000.0,0.0,0.0,-0.1826,0.0,0.0,BALANCED,-4.5644,3. Sector Specific Leveraged (Bull),MicroSectors U.S. Big Oil Index,+3x
2025-07-29,NRGU,ARCX:NRGU,0.0,19.96,0.0189,26790000.0,0.0,0.0,-0.1826,0.0,0.0,BALANCED,-4.5644,3. Sector Specific Leveraged (Bull),MicroSectors U.S. Big Oil Index,+3x
2025-07-30,NRGU,ARCX:NRGU,0.0,18.76,-0.0602,26790000.0,0.0,0.0,-0.1826,0.0,0.0,BALANCED,-4.5644,3. Sector Specific Leveraged (Bull),MicroSectors U.S. Big Oil Index,+3x
2025-07-31,NRGU,ARCX:NRGU,0.0,18.19,-0.0301,26790000.0,0.0,0.0,-0.1826,0.0,0.0,BALANCED,-4.5644,3. Sector Specific Leveraged (Bull),MicroSectors U.S. Big Oil Index,+3x
2025-08-01,NRGU,ARCX:NRGU,0.0,16.93,-0.0692,26790000.0,0.0,0.0,0.0,0.0,0.0,BALANCED,0.0,3. Sector Specific Leveraged (Bull),MicroSectors U.S. Big Oil Index,+3x
2025-08-04,NRGU,ARCX:NRGU,0.0,17.0,0.0042,26790000.0,0.0,0.0,0.0,0.0,0.0,BALANCED,0.0,3. Sector Specific Leveraged (Bull),MicroSectors U.S. Big Oil Index,+3x
2025-08-05,NRGU,ARCX:NRGU,0.0,17.24,0.0136,26790000.0,0.0,0.0,0.0,0.0,0.0,BALANCED,0.0,3. Sector Specific Leveraged (Bull),MicroSectors U.S. Big Oil Index,+3x
2025-08-06,NRGU,ARCX:NRGU,0.0,16.63,-0.0354,26790000.0,0.0,0.0,0.0,0.0,0.0,BALANCED,0.0,3. Sector Specific Leveraged (Bull),MicroSectors U.S. Big Oil Index,+3x
2025-08-07,NRGU,ARCX:NRGU,0.0,16.46,-0.0097,26790000.0,0.0,0.0,0.0,0.0,0.0,BALANCED,0.0,3. Sector Specific Leveraged (Bull),MicroSectors U.S. Big Oil Index,+3x
2025-08-08,NRGU,ARCX:NRGU,0.0,16.88,0.0251,26790000.0,0.0,0.0,0.0,0.0,0.0,BALANCED,0.0,3. Sector Specific Leveraged (Bull),MicroSectors U.S. Big Oil Index,+3x
2025-08-11,NRGU,ARCX:NRGU,0.0,16.3,-0.0344,26790000.0,0.0,0.0,0.0,0.0,0.0,BALANCED,0.0,3. Sector Specific Leveraged (Bull),MicroSectors U.S. Big Oil Index,+3x
